batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
13,@kawaiiicoco,tiktok,Kawaii Coco,Japan travel itineraries,349.8K,349800,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@kawaiiicoco,original batch13 candidate list (verified 2026-09-17),pass,"TikTok profile displays 'Kawaii Coco'; solo individual creator, no couple/brand signals",pass,Video 7634412121131879693 (create_time 1777525127) presents a four-day Toyama itinerary with detailed daily stops,pass,"Video page observed 2026-09-17: 345,500 plays, 67,700 likes, 180 comments, 6,578 shares, 19,836 saves",unknown,unknown,pass,include,Day-level stop detail verified at capture; item-level detail not reconstructed in this pass — left empty rather than invented.,2026-09-17,batch13-worker
13,@kirstenwendlandt,tiktok,Kirsten,Canada travel,113.9K,113900,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@kirstenwendlandt,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Kirsten'; no couple/brand signals,pass,"Blog guide 'Magical Christmas towns in Ontario' covers Almonte, Perth, St. Jacobs and Stratford with named stays, food stops and activities",pass,"Video page observed 2026-09-17: 80,500 plays, 1,438 likes, 33 comments, 743 shares, 899 saves",unknown,unknown,pass,include,"Recency rests on search-index 'Last Updated: 306 days ago' observed 2026-09-17 (approx Nov 2025, after cutoff); page body shows no visible date.",2026-09-17,batch13-worker
13,@asyatravels,tiktok,Asya,California coast travel,102.7K,102700,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@asyatravels,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Asya'; no couple/brand signals,pass,"Video 7596373989673405727 (create_time 1768668664) presents a three-day Carmel / Big Sur / San Simeon itinerary with named stops, stays and restaurants",pass,"Video page observed 2026-09-17: 126,700 plays, 7,509 likes, 29 comments, 3,664 shares, 5,657 saves",unknown,unknown,pass,include,Stop order not retained at capture; item days left null.,2026-09-17,batch13-worker
13,@amomexplores,tiktok,Emily,Family travel,134.4K,134400,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@amomexplores,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Emily' (a mom); no couple/brand signals,pass,"Video 7427141383615614254 (create_time 1729266115, 2024-10-18) presents a seven-day Scotland-with-kids itinerary: Edinburgh, Glenfinnan/Jacobite train, Highlands, Isle of Skye, Clava Cairns, Culloden",pass,"Video page observed 2026-09-17: 72,700 plays, 2,377 likes, 31 comments, 1,102 shares, 2,135 saves",unknown,unknown,pass,include,Two older pre-cutoff videos by the same creator were opened and excluded; only the post-cutoff video is used.,2026-09-17,batch13-worker
13,@japantravelbasics,tiktok,MiA,Japan day trips,28.4K,28400,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@japantravelbasics,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'MiA'; no couple/brand signals,pass,"Video 7608893409436192001 (create_time 1771583623) presents '5 Easy Day Trips from Tokyo': Kamakura, Mt. Takao, Kawagoe, Mt. Fuji/Kawaguchiko, Hakone, with routes, durations and explicitly stated JPY prices",pass,"Video page observed 2026-09-17: 73,000 plays, 2,026 likes, 13 comments, 1,398 shares, 2,668 saves",unknown,unknown,pass,include,Explicit JPY prices were present in the source but exact figures were not retained at capture; price_hint left null rather than reconstructed.,2026-09-17,batch13-worker
13,@nessahuangg,tiktok,Vanessa Huang,Asia city guides,38.4K,38400,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@nessahuangg,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Vanessa Huang'; no couple/brand signals on the profile,pass,Blog guide '7-day Hong Kong itinerary' covers Hong Kong and Macau with named hotels and explicitly stated Airport Express and Macau ferry prices,pass,"Video page observed 2026-09-17: 613,700 plays, 24,700 likes, 116 comments, 1,349 shares, 2,732 saves",unknown,unknown,pass,include,Article is co-signed 'Nessa and Linardo'; TikTok profile itself presents an individual. Recency rests on search-index 'Last Updated: 402 days ago' observed 2026-09-17 (approx Aug 2025).,2026-09-17,batch13-worker
13,@lifeofthetravelingpin,tiktok,Elizabeth Palumbi,Europe travel,33K,33000,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@lifeofthetravelingpin,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Elizabeth Palumbi'; no couple/brand signals,pass,"Video 7480394699061284142 (create_time 1741665155) presents a seven-day Croatia itinerary: Dubrovnik, Hvar, Split, Plitvice Lakes",pass,"Video page observed 2026-09-17: 327,800 plays, 14,300 likes, 125 comments, 5,452 shares, 12,657 saves",unknown,unknown,pass,include,,2026-09-17,batch13-worker
13,@zozomccormack,tiktok,Zoe,Paris shopping / luxury travel,191.7K,191700,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@zozomccormack,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Zoe'; no couple/brand signals,pass,"Video 7631632559805451528 (create_time 1776877929) presents a structured Paris shopping guide across clothes, skincare, perfume, souvenirs and purses",pass,"Video page observed 2026-09-17: 349,800 plays, 23,100 likes, 65 comments, 3,002 shares, 18,955 saves",unknown,unknown,pass,include,Store names were not exposed in the captured material; none invented.,2026-09-17,batch13-worker
13,@marco.miglionico_,tiktok,Marco Miglionico,Adventure travel,13.5K,13500,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@marco.miglionico_,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Marco Miglionico'; no couple/brand signals,pass,"Video 7608041596633845006 (create_time 1771385250) presents a detailed 14-day Patagonia itinerary: Santiago/Buenos Aires, Puerto Natales, Torres del Paine, El Calafate/Perito Moreno, El Chalten, estancia tour, return",pass,"Video page observed 2026-09-17: 1,100,000 plays, 106,400 likes, 264 comments, 28,800 shares, 22,322 saves",unknown,unknown,pass,include,,2026-09-17,batch13-worker
13,@findingalexxtravel,tiktok,Alexx,Italy / Balkans travel,55.9K,55900,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@findingalexxtravel,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Alexx'; no couple/brand signals,pass,"Video 7479148926852025607 (create_time 1741375068) presents a detailed Puglia-without-a-car route (Bari, Matera, Monopoli, Alberobello, Ostuni, Lecce); video 7475540148290243847 (create_time 1740534831) presents a detailed Albania route",pass,"Video page observed 2026-09-17: 231,300 plays, 12,200 likes, 136 comments, 3,515 shares, 12,704 saves",unknown,unknown,pass,include,A photo post by the creator exposed no content and was not used.,2026-09-17,batch13-worker
13,@barefoot.blaze,tiktok,Blaze,Australia road trips,46K,46000,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@barefoot.blaze,original batch13 candidate list (verified 2026-09-17),pass,TikTok profile presents individual creator 'Blaze'; no couple/brand signals,pass,"Video 7514575758677839122 (create_time 1749623514) presents a 9-10+ day Western Australia 2WD route: Perth, Sandy Cape, Kalbarri, Shark Bay/Monkey Mia, Quobba, Coral Bay, Bullara, Exmouth/Ningaloo",pass,"Video page observed 2026-09-17: 46,400 plays, 1,525 likes, 10 comments, 728 shares, 1,553 saves",unknown,unknown,pass,include,Duration stated as 9-10+ days; days left null rather than approximated.,2026-09-17,batch13-worker
13,@pointstopointtravel,tiktok,Stacy,Mexico city guides,42.7K,42700,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@pointstopointtravel,batch13 worker TikTok discovery 2026-09-17,pass,TikTok profile presents individual creator 'Stacy'; no couple/brand signals,pass,"Video 7573477725353135373 (create_time 1763337723) presents a Mexico City mini guide: Foodhood Tours street food bike tour, sunrise hot air balloon over Teotihuacan, Chapultepec Park and Castle, museums, Condesa and Roma Norte",pass,"Video page observed 2026-09-17: 269,200 plays, 23,300 likes, 1,323 comments, 4,109 shares, 9,969 saves",unknown,unknown,pass,include,"Mini guide, not day-structured; days left null.",2026-09-17,batch13-worker
13,@deccadotcom,tiktok,Declan,Mexico food travel,44.5K,44500,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@deccadotcom,batch13 worker TikTok discovery 2026-09-17,pass,TikTok profile presents individual creator 'Declan'; no couple/brand signals,pass,"Video 7582695666606935326 (create_time 1765483924) presents a day-by-day 5-day Mexico City itinerary with named restaurants, bars, markets, museums and neighborhoods",pass,"Video page observed 2026-09-17: 369,100 plays, 22,500 likes, 414 comments, 6,994 shares, 21,385 saves",unknown,unknown,pass,include,Venue names transcribed from the creator's @-mentions. No booking links provided by the creator.,2026-09-17,batch13-worker
13,@daveguino,tiktok,Dave Guino,China DIY budget itineraries,12.3K,12300,TikTok profile observed 2026-09-17 (exact count),https://www.tiktok.com/@daveguino,batch13-topup TikTok discovery 2026-09-17,pass,"TikTok profile displays 'Dave Guino / Dave The Kuripot Traveler'; solo individual creator, no couple/brand signals",pass,Video 7622215325941009671 (create_time 1774662000) presents a nine-day Beijing-Shanghai China DIY solo trip itinerary,pass,"Video page: 290 likes, 14 comments (search crawl)",pass,unknown,pass,include,Nine-day route verified at capture; daily stops not extracted — item detail left empty rather than invented. Affiliate codes in bio; no planning service or hosted group trips found.,2026-09-17,batch13-topup
13,@jetlagjana,tiktok,Jana,Panama travel itineraries,15.3K,15300,TikTok profile observed 2026-09-17 (exact count),https://www.tiktok.com/@jetlagjana,batch13-topup TikTok discovery 2026-09-17,pass,TikTok profile presents individual creator 'Jana'; no couple/brand signals,pass,"Video 7588227245353782550 (create_time 1766781000) presents the ultimate 3-week Panama itinerary: Bocas del Toro 6 nights, Boquete 4, Santa Catalina 3, San Blas 4, Panama City 4",pass,"Video: 104.8K likes, 326 comments (search crawl)",pass,unknown,pass,include,Five-region Panama route with per-stop activities verified from caption; day-level item detail left empty rather than invented. No planning service or hosted group trips found.,2026-09-17,batch13-topup
13,@jadecrawfordtravels,tiktok,Jade Arianne Crawford,UK and Scotland travel guides,13.0K,13000,"TikTok profile page via search, crawled 2026-09-08 (13.0k Followers)",https://www.tiktok.com/@jadecrawfordtravels,batch13-topup TikTok discovery 2026-09-17,pass,Profile identifies named individual 'Jade Arianne Crawford'; no couple/brand signals,pass,"Video 7585870795721706774 (create_time 1766190000) presents an ordered 10-stop Glencoe travel guide (Glencoe trails, Glenfinnan Viaduct, Wee White House, Dumbledore's resting place, Meeting of Three Waters, Glen Etive, Fort William, A82 views, Kingshouse Hotel, cabin stay)",pass,"Video: 41.9K likes, 304 comments (search crawl)",pass,unknown,pass,include,Ten ordered stops/experiences verified; selling a generic Florence guide is not personalized planning. No planning service or hosted group trips found.,2026-09-17,batch13-topup
13,@emiporelmundo,tiktok,Emiliana,Mexico travel itineraries,21.6K,21600,TikTok profile observed 2026-09-17 (exact count),https://www.tiktok.com/@emiporelmundo,batch13-topup TikTok discovery 2026-09-17,pass,TikTok profile presents individual creator 'Emiliana'; bio 'Conociendo el mundo y documentando'; no couple/brand signals,pass,"Video 7618732410192006430 (create_time 1773846000) presents a five-day Mexico City slow-travel itinerary (Reforma/Zocalo, Chapultepec/Polanco, Roma/Condesa, Coyoacan, Frida Kahlo Museum)",pass,"Video: 9,063 likes, 147 comments; profile 931,100 total likes, 574 videos",pass,unknown,pass,include,Day-by-day stops verified at capture; item-level detail left empty rather than invented. No planning service or hosted group trips found.,2026-09-17,batch13-topup
13,@docsammy.travels,tiktok,Sammy Agoda,Asia travel itineraries,40.3K,40300,TikTok profile observed 2026-09-17 (exact count),https://www.tiktok.com/@docsammy.travels,batch13-topup TikTok discovery 2026-09-17,pass,TikTok profile presents individual creator 'Sammy Agoda'; no couple/brand signals,pass,"Video 7586235903945772296 (create_time 1766289000) presents a six-day four-city Japan trip (Tokyo, Kawaguchiko, Kyoto, Osaka) with DIY tips and budget notes",pass,"Profile: 1.1m total likes, 2,574 videos; Japan video ~2,989 likes",pass,unknown,pass,include,Six-day route verified at capture; item-level detail left empty rather than invented. Affiliate codes in bio; no planning service or hosted group trips found.,2026-09-17,batch13-topup
13,@adventuresofkatelyn,tiktok,Katelyn Morse,Australia family travel,92K,92000,"Feedspot Australia travel Instagram influencers list, crawled 2026-09-16 (92K TikTok followers)",https://www.tiktok.com/@adventuresofkatelyn,batch13-topup discovery 2026-09-17,pass,Feedspot identifies creator as 'Katelyn Morse'; own YouTube channel under same handle linked via about page,pass,"Own YouTube video _CjPKUlx-Ho (filmed May 2026) presents a structured Bright Victoria weekend itinerary: Bright shops, Gum Tree Pies, river walk, Bright Brewery, Razorback/Mount Feathertop, Mount Hotham, deer farm, Wandi Pub",pass,"Video page observed 2026-09-17: 60,600 plays, 1,025 likes, 16 comments, 724 shares, 671 saves",pass,unknown,pass,include,Recent itinerary on creator's own channel; older TikTok itinerary dated 2023-10-28 rejected as stale. No planning service or hosted group trips found.,2026-09-17,batch13-topup
