batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
12,@meghanorourkee,tiktok,Meghan,winter travel,408500,408500,TikTok profile observed 2026-09-17,https://www.tiktok.com/@meghanorourkee,tiktok_search,pass,author_name 'Meghan' on TikTok profile and video,pass,10-day structured itinerary published 2024-11-18: 10 Day Finland Itinerary,pass,"653,700 plays / 39,800 likes / 267 comments / 9,594 shares / 20,996 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@meghanorourkee/video/7438522433746881835. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@darrenshavae,tiktok,Darren,travel,13400,13400,TikTok profile observed 2026-09-17,https://www.tiktok.com/@darrenshavae,tiktok_search,pass,author_name 'Darren' on TikTok profile and video,pass,7-day structured itinerary published 2025-07-05: 7-Day Costa Rica Itinerary,pass,"145,200 plays / 6,036 likes / 89 comments / 1,006 shares / 4,621 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@darrenshavae/video/7523587289868455181. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@tzatchickie,tiktok,Sophie,greece travel,133300,133300,TikTok profile observed 2026-09-17,https://www.tiktok.com/@tzatchickie,tiktok_search,pass,author_name 'Greece Travel Tips | Sophie' and bio 'Sophie',pass,"15-day structured itinerary published 2026-02-25: 15-Day Ionian Islands Itinerary (Corfu, Paxos, Lefkada)",pass,"26,400 plays / 526 likes / 21 comments / 128 shares / 437 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@tzatchickie/video/7610847293901688097. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@minywander,tiktok,Min,travel lifestyle,11500,11500,TikTok profile observed 2026-09-17,https://www.tiktok.com/@minywander,tiktok_search,pass,author_name 'Min | Travel + Lifestyle' on TikTok profile and video,pass,7-day structured itinerary published 2026-05-06: 7-Day Switzerland Itinerary,pass,"27,600 plays / 914 likes / 44 comments / 331 shares / 1,097 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@minywander/video/7636776828895497503. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@dwanders,tiktok,dwanderess,travel,60900,60900,TikTok profile observed 2026-09-17,https://www.tiktok.com/@dwanders,tiktok_search,pass,"author_name 'dwanderess' (individual creator voice: 'my', 'I')",pass,14-day structured itinerary published 2025-06-08: 2-Week Sicily Itinerary,pass,"188,900 plays / 6,341 likes / 48 comments / 960 shares / 3,420 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@dwanders/video/7513684450497006904. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@seewithjosie,tiktok,Josie,travel creator,33400,33400,TikTok profile observed 2026-09-17,https://www.tiktok.com/@seewithjosie,tiktok_search,pass,author_name 'seewithjosie | Travel Creator' (Josie),pass,1-day structured itinerary published 2026-04-22: Lake Como Day Trip from Milan,pass,"167,000 plays / 8,621 likes / 52 comments / 2,519 shares / 9,609 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@seewithjosie/video/7631669355092233494. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@ashlaygoose,tiktok,Ashley Nicole,travel,31800,31800,TikTok profile observed 2026-09-17,https://www.tiktok.com/@ashlaygoose,tiktok_search,pass,nickname 'Ashley Nicole' on TikTok profile,pass,5-day structured itinerary published 2025-11-22: 5-Day Washington State Itinerary,pass,"128,000 plays / 16,900 likes / 53 comments / 2,705 shares / 5,130 saves",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@ashlaygoose/video/7575342985991195959. Dedup-clear vs 283-line universe.,2026-09-17,batch12-worker
12,@jasmine_lanae_,tiktok,Jasmine,family travel,23100,23100,TikTok profile observed 2026-09-17,https://www.tiktok.com/@jasmine_lanae_,assigned_lead,pass,author_name 'Jasmine' on TikTok profile and video,pass,Turks & Caicos family guide published 2026-03-01,pass,"20,200 plays, 2,061 likes, 1,014 saves, 718 shares",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@jasmine_lanae_/video/7612380372273270046. Dedup-clear vs 437-line universe.,2026-09-17,batch12-topup
12,@everydropoftia,tiktok,Tia,travel,28900,28900,TikTok profile observed 2026-09-17,https://www.tiktok.com/@everydropoftia,assigned_lead,pass,author_name 'Tia' on TikTok profile and video,pass,"Three-week Thailand route published 2026-01-18: Bangkok, Chiang Mai, Phuket",pass,"12,900 plays, 517 likes, 331 saves, 92 shares",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@everydropoftia/video/7596642470528617750. Dedup-clear vs 437-line universe.,2026-09-17,batch12-topup
12,@gottabemaddy,tiktok,Maddy,budget travel,159100,159100,TikTok profile observed 2026-09-17,https://www.tiktok.com/@gottabemaddy,assigned_lead,pass,author_name 'Maddy' on TikTok profile and video,pass,Barcelona + Paris budget itinerary published 2025-12-02; St. Kitts 4-day/3-night budget plan on gottabemaddy.com,pass,"79,000 plays, 8,747 likes, 3,399 saves, 3,414 shares",pass,unknown,pass,include,Source opened 2026-09-17: https://www.tiktok.com/@gottabemaddy/video/7579341295160708365. Dedup-clear vs 437-line universe.,2026-09-17,batch12-topup
