batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
17,@charlies_wanderings,instagram,Charlotte Lint,travel itineraries,127.8K,127.8K,socialveins.com/influencer/instagram/charlies_wanderings (observed 2026-09-17),https://www.instagram.com/charlies_wanderings/,staging/batch17_inventory.txt + web research 2026-09-17,pass — Charlotte Lint identified as founder/photographer/writer in charlieswanderings.com site footer,creator-owned site footer identity,pass — structured 7-day Tenerife itinerary (search age 403d observed 2026-09-17 → 2025-08-10; after 2024-09-17 floor),"named: Anaga Rural Park; La Laguna Gran Hotel; Mirador de Jardina; Roque de Taborno; Playa de Benijo; Path of the Senses; Puerto de la Cruz; La Rambla de Castro; Garachico; Los Gigantes; Masca",pass — 127.8K ≥ 10K floor,unknown,pass — recent 2025–2026 creator publishing (Iceland Haifoss guide observed ~258d old ≈ 2026-01; itinerary 2025-08-10),free-itinerary audience; no paid-planning funnel observed,pass — negative search found free resources + B2B creator/brand work only; no consumer trip planning/coaching/hosted group trips found,include,itinerary date via search-result age arithmetic with documented observation date per topup_brief,2026-09-17,batch17-topup
17,@talesofabackpacker,instagram,Claire Sturzaker,backpacking travel,23.1K,23.1K,bloggers.feedspot.com/backpacking_blogs/ snapshot (observed 2026-09-17),https://www.instagram.com/talesofabackpacker/,web research 2026-09-17,pass — Claire Sturzaker named on talesofabackpacker.com/aboutme/; handle linked via thebrokebackpacker.com/author/claire-sturzaker/,creator-owned about page + third-party author attribution,pass — 2-day Barcelona itinerary updated ~281d before 2026-09-17 → 2025-12-10 (after floor),"named: La Rambla; La Boqueria Market; Port Vell; Can Paixano; Barceloneta; Ciutadella Park; Arc de Triomf; El Born; Park Güell; Sagrada Familia; Casa Batlló; La Pedrera",pass — 23.1K ≥ 10K floor,unknown,pass — 2025–2026 publishing (itinerary updated 2025-12-10),free-itinerary audience; no paid-planning funnel observed,pass — work-with-me page shows B2B partnerships/press trips/sponsorships/affiliates/writing/speaking only (permissible); no consumer planning or hosted trips found,include,reach via dated Feedspot snapshot per topup_brief; B2B work does not exclude,2026-09-17,batch17-topup
17,@elise.abroad,instagram,Elise,city guides,28K,28K,influencers.feedspot.com/uk_travel_instagram_influencers/ snapshot (observed 2026-09-17; Seattle-born UK-based),https://www.instagram.com/elise.abroad/,web research 2026-09-17,pass — individual travel blogger; eliseabroad.com authored by Elise; Athens article directly links @elise.abroad; stable one-person pseudonym per topup_brief,creator-owned blog authorship + direct IG linkage + directory identity,pass — '24 Hours in Athens Greece' dated 2025-05-09 (after floor),"named: Acropolis; Parthenon; Ancient Agora; Plaka; Aerides Plaka; Panathenaic Stadium; Temple of Zeus; Philopappos Hill; A for Athens; Strofi; Philippos Hotel",pass — 28K ≥ 10K floor,unknown,pass — 2025 travel publishing observed on blog,free city-guide audience; no paid-planning funnel observed,pass — no consumer trip planning/coaching/hosted group trips found; content is free guides,include,'Elise' is a stable one-person pseudonym (acceptable per topup_brief); reach via dated Feedspot snapshot,2026-09-17,batch17-topup
17,@theworldtravelguy,instagram,David Leiter,adventure travel,12.2K,12.2K,rss.feedspot.com/travel_experience_rss_feeds/ snapshot (observed 2026-09-17),https://www.instagram.com/theworldtravelguy/,staging/batch17_inventory.txt + web research 2026-09-17,pass — David Leiter identified as individual owner on theworldtravelguy.com/about/; states he does all site writing and photography himself,creator-owned about page (first-person ownership statement),pass — 10-day Buton & Muna itinerary updated ~22d before 2026-09-17 → ≈2026-08-26 (after floor); day-by-day structure,"named: Wameo traditional market; Malige palace; Sultanate fortress; Lakeba beach; Batu Buti rock; Tirta Rimba waterfall; Siompu/Liwutonkidi islands; Napa Sangia beach; Sampolawa river; Karamba floating restaurant; Samparona waterfall; bat cave; Bukit Wakoea viewpoint; Rongi village; Bidadari cave; Kotaeono cave; Moko lakes",pass — 12.2K ≥ 10K floor,unknown,pass — 2026 publishing (Banggai page ~1d old; Zhangjiajie ~96d; Muna ~22d),free-guide audience; no paid-planning funnel observed,pass — work-with-me shows B2B hotel/tourism-board/brand collaborations only (permissible); no consumer planning or hosted trips found,include,site is individual work (wife occasionally joins travels; account presented as his own); reach via dated Feedspot snapshot,2026-09-17,batch17-topup
17,@thirdeyetraveller,instagram,Sophie Pearce,travel itineraries,21.6K,21.6K,socialveins.com (observed 2026-09-17); Feedspot also showed 21.2K,https://www.instagram.com/thirdeyetraveller/,batch17 top-up research 2026-09-17 (Feedspot/SocialVeins discovery + site verification),pass — Sophie Pearce identified via creator-site schema.org Person plus Feedspot,creator-owned site identity,pass — structured 3-day South Wales itinerary dated 2026-01-01 (modified 2026-01-01 per WP REST (published 2024-05-11); in-window),named: St David's; Bishop's Palace; Pembrokeshire Coast; Tenby; Laugharne Castle; Dylan Thomas' Boathouse; Carreg Cennen Castle; Skirrid Inn; Abergavenny; Hay-on-Wye; Tintern Abbey; Chepstow Castle,pass — 21.6K ≥ 10K floor,unknown,"pass — Site posts dated 2026-09-15, 2026-09-14, 2026-09-13",Affiliate links and GetYourGuide purchase intent observed,pass — Work-with-me page clean; no consumer trip-planning or group trips,include,Itinerary: Best 3 Days in Wales Itinerary (https://thirdeyetraveller.com/3-days-in-wales-itinerary/),2026-09-17,batch17-topup
17,@worldwanderlust,instagram,Brooke Saward,travel itineraries,502.4K,502.4K,socialveins.com (observed 2026-09-17); Feedspot showed 489.3K,https://www.instagram.com/worldwanderlust/,batch17 top-up research 2026-09-17 (Feedspot/SocialVeins discovery + site verification),pass — Own about page: 'My name is Brooke Saward'; site HTML links exact handle,creator-owned site identity,pass — structured 7-day Japan itinerary dated 2026-07-13 (published 2026-07-13 per WP REST (modified 2026-07-14); in-window),named: Harajuku; Shibuya; Claska Design Hotel; Shinkansen (bullet train) Tokyo to Osaka; Osaka street food; Yamatoya Honten (Ryokan); Kyoto temples; Kyoto shrines; Bamboo grove; Cross Hotel Kyoto; Mount Koya; Jofukuin Temple (Ryokan),pass — 502.4K ≥ 10K floor,unknown,"pass — Posts dated 2026-08-19, 2026-08-18, 2026-08-18",Affiliate purchase intent observed,pass — Work-with-me clean; no consumer trip-planning or group trips,include,Itinerary: Japan in 7 Days: The Ultimate Itinerary & Highlights (https://www.worldofwanderlust.com/japan-in-7-days-highlights-of-japan/),2026-09-17,batch17-topup
17,@kimmconn,instagram,Kimmie Conner,travel itineraries,57.9K,57.9K,Feedspot (observed 2026-09-17),https://www.instagram.com/kimmconn/,batch17 top-up research 2026-09-17 (Feedspot/SocialVeins discovery + site verification),pass — Kimmie Conner identified on adventuresnsunsets.com; byline uses KimmConn,creator-owned site identity,pass — structured 10-day Australia itinerary dated 2025-05-08 (published 2025-05-08; in-window),named: Sydney; Sydney Harbour Bridge; Blue Mountains; Great Barrier Reef; Uluru; Kata Tjuta; Alice Springs; Melbourne; Great Ocean Road,pass — 57.9K ≥ 10K floor,unknown,pass — Site publishing 2025-2026; itinerary page live,Affiliate disclosure observed,pass — Work-with-me clean; no consumer trip-planning or group trips,include,Itinerary: 10 Day Australia Itinerary (https://www.adventuresnsunsets.com/10-day-australia-itinerary/),2026-09-17,batch17-topup
17,@kamischka,instagram,Kamila Napora,travel itineraries,11.7K,11.7K,Feedspot (observed 2026-09-17),https://www.instagram.com/kamischka/,batch17 top-up research 2026-09-17 (Feedspot/SocialVeins discovery + site verification),pass — Kamila Napora; own about page identifies Kamila Napora (My Wanderlust); Pinterest confirms kamischka = mywanderlust.pl,creator-owned site identity,pass — structured 7-day Bosnia and Herzegovina itinerary dated 2026-07-31 (published 2026-07-31 per WP REST; in-window),named: Sarajevo; Bascarsija; Hotel President Sarajevo; Jajce; Hotel Unca; Mostar; Hotel Sinan Han; Blagaj; Stolac; Trebinje; Vila Perla; Visegrad,pass — 11.7K ≥ 10K floor,unknown,"pass — Posts published 2026-07-31, 2026-07-08, 2026-06-27",Booking.com/GetYourGuide/Viator references observed,pass — Collaboration page clean; no consumer trip-planning or group trips,include,Itinerary: Your Perfect Bosnia and Herzegovina Itinerary (https://www.mywanderlust.pl/bosnia-and-herzegovina-itinerary/),2026-09-17,batch17-topup
17,@enjoytheadventures,instagram,Jess,travel itineraries,10.2K,10.2K,Feedspot (observed 2026-09-17),https://www.instagram.com/enjoytheadventures/,batch17 top-up research 2026-09-17 (Feedspot/SocialVeins discovery + site verification),pass — Own about page: 'Welcome to Enjoy the Adventure my name is Jess'; exact handle confirmed from site HTML,creator-owned site identity,"pass — structured 4-day Ischia, Italy itinerary dated 2026-08-04 (modified 2026-08-04 per WP REST (published 2017-10-10); in-window)",named: Boat Trip; Giardini La Mortella; Mount Epomeo; Castello Aragonese; Sorgeto hot springs; Nitrodi springs; Garden & Villas (hotel),pass — 10.2K ≥ 10K floor,unknown,pass — Ischia post modified 2026-08-04,Booking.com references observed,pass — Work-with-me clean; no consumer trip-planning or group trips,include,Itinerary: Ischia Itinerary – The Best Things To Do On The Island (https://enjoytheadventure.co.uk/visit-ischia-italy/),2026-09-17,batch17-topup
17,@wanderwithjo,instagram,Jo,travel itineraries,35.7K,35.7K,Feedspot (observed 2026-09-17),https://www.instagram.com/wanderwithjo/,batch17 top-up research 2026-09-17 (Feedspot/SocialVeins discovery + site verification),pass — Jo; byline Jo on wanderwithjo.com (single-name creator brand),creator-owned site identity,"pass — structured 4-day Tromsø, Norway itinerary dated 2026-05-16 (modified 2026-05-16 per WP REST (published 2025-06-16); in-window)",named: Radisson Blu Tromso; Troll Museum; Comfort Hotel Xpress; Raketten Bar & Polse,pass — 35.7K ≥ 10K floor,unknown,pass — Site posts dated 2026-09-16 and 2026-09-15,Affiliate/Booking.com/GetYourGuide/Viator references observed,pass — Work-with-me clean; no consumer trip-planning or group trips,include,"Itinerary: 4 Days in Tromso, Norway – Best Itinerary (https://www.wanderwithjo.com/4-days-in-tromso/)",2026-09-17,batch17-topup
