name,handle,platform,niche,followers_approx,profile_url,source_urls
Kawaii Coco,@kawaiiicoco,tiktok,Japan travel itineraries,349.8K,https://www.tiktok.com/@kawaiiicoco,https://www.tiktok.com/@kawaiiicoco/video/7634412121131879693
Kirsten,@kirstenwendlandt,tiktok,Canada travel,113.9K,https://www.tiktok.com/@kirstenwendlandt,https://kirstenwendlandt.com/magical-christmas-towns-in-ontario/
Asya,@asyatravels,tiktok,California coast travel,102.7K,https://www.tiktok.com/@asyatravels,https://www.tiktok.com/@asyatravels/video/7596373989673405727
Emily,@amomexplores,tiktok,Family travel,134.4K,https://www.tiktok.com/@amomexplores,https://www.tiktok.com/@amomexplores/video/7427141383615614254
MiA,@japantravelbasics,tiktok,Japan day trips,28.4K,https://www.tiktok.com/@japantravelbasics,https://www.tiktok.com/@japantravelbasics/video/7608893409436192001
Vanessa Huang,@nessahuangg,tiktok,Asia city guides,38.4K,https://www.tiktok.com/@nessahuangg,https://nessahuangg.com/7-day-hong-kong-itinerary/
Elizabeth Palumbi,@lifeofthetravelingpin,tiktok,Europe travel,33K,https://www.tiktok.com/@lifeofthetravelingpin,https://www.tiktok.com/@lifeofthetravelingpin/video/7480394699061284142
Zoe,@zozomccormack,tiktok,Paris shopping / luxury travel,191.7K,https://www.tiktok.com/@zozomccormack,https://www.tiktok.com/@zozomccormack/video/7631632559805451528
Marco Miglionico,@marco.miglionico_,tiktok,Adventure travel,13.5K,https://www.tiktok.com/@marco.miglionico_,https://www.tiktok.com/@marco.miglionico_/video/7608041596633845006
Alexx,@findingalexxtravel,tiktok,Italy / Balkans travel,55.9K,https://www.tiktok.com/@findingalexxtravel,https://www.tiktok.com/@findingalexxtravel/video/7479148926852025607; https://www.tiktok.com/@findingalexxtravel/video/7475540148290243847
Blaze,@barefoot.blaze,tiktok,Australia road trips,46K,https://www.tiktok.com/@barefoot.blaze,https://www.tiktok.com/@barefoot.blaze/video/7514575758677839122
Stacy,@pointstopointtravel,tiktok,Mexico city guides,42.7K,https://www.tiktok.com/@pointstopointtravel,https://www.tiktok.com/@pointstopointtravel/video/7573477725353135373
Declan,@deccadotcom,tiktok,Mexico food travel,44.5K,https://www.tiktok.com/@deccadotcom,https://www.tiktok.com/@deccadotcom/video/7582695666606935326
Dave Guino,@daveguino,tiktok,China DIY budget itineraries,12.3K,https://www.tiktok.com/@daveguino,https://www.tiktok.com/@daveguino/video/7622215325941009671?_r=1&_d=secCgYIASAHKAESPgo8DPrCK6IAPzUFFjo4Q6W%2F9TpaPu80k2YvtgqdgMkw93LQLXSG6l81tPeBZsKKS%2FITvJqzWYCYfA1h1ByMGgA%3D&_svg=1&checksum=7500f70801a7003ccbd2028cba417fe5a8a73b3dab3962ae1dc0143af5f65dc3&item_author_type=2&link_reflow_popup_iteration_sharer
Jana,@jetlagjana,tiktok,Panama travel itineraries,15.3K,https://www.tiktok.com/@jetlagjana,https://www.tiktok.com/@jetlagjana/video/7588227245353782550?_r=1&_d=secCgYIASAHKAESPgo8UL80AOBHkIRpwSp%2BQEbpx3uMGQcZr%2FKpBU92E891mFgOQZcPLVDL5IIDdMRulhsdp6XNGTYhALUWpvVaGgA%3D&_svg=1&checksum=f9b8869da6700731a3ba0a86e43897aa157bac665f5ae6e1e7ae2a72ce5f1881&enable_card_refactor=1&item_author_type=2&link_ref
Jade Arianne Crawford,@jadecrawfordtravels,tiktok,UK and Scotland travel guides,13.0K,https://www.tiktok.com/@jadecrawfordtravels,https://www.tiktok.com/@jadecrawfordtravels/video/7585870795721706774
Emiliana,@emiporelmundo,tiktok,Mexico travel itineraries,21.6K,https://www.tiktok.com/@emiporelmundo,https://www.tiktok.com/@emiporelmundo/video/7618732410192006430
Sammy Agoda,@docsammy.travels,tiktok,Asia travel itineraries,40.3K,https://www.tiktok.com/@docsammy.travels,https://www.tiktok.com/@docsammy.travels/video/7586235903945772296
Katelyn Morse,@adventuresofkatelyn,tiktok,Australia family travel,92K,https://www.tiktok.com/@adventuresofkatelyn,https://www.youtube.com/watch?v=_CjPKUlx-Ho
Annie Nguyen,@anniesbucketlist,tiktok,Sydney food and travel guides,157.4K,https://www.tiktok.com/@anniesbucketlist,https://www.tiktok.com/@anniesbucketlist/video/7488504185252613394
Christina,@christina.inthe.clouds,tiktok,Solo female travel itineraries,10.4K,https://www.tiktok.com/@christina.inthe.clouds,https://www.tiktok.com/@christina.inthe.clouds/video/7628897750796602646
ExplorEdd,@xploredd,tiktok,Philippines travel itineraries,37.8K,https://www.tiktok.com/@xploredd,https://www.tiktok.com/@xploredd/video/7617873802474573077
Alina (Travel Explore),@travelexplore000,tiktok,Planning guides & itineraries,28K,https://www.tiktok.com/@travelexplore000,https://www.tiktok.com/@travelexplore000/photo/7582882228896599329
Lorraine's Travels,@lorrainestravels,tiktok,Travel tips & itineraries,18.1K,https://www.tiktok.com/@lorrainestravels,https://www.tiktok.com/@lorrainestravels/photo/7425707402408021251
